XPath,BNZ_2005_EML,BNZ_2007_EML,BNZ_2008_EML,BNZ_2009_EML,BNZ_2010_EML,BNZ_2011_EML,BNZ_2012_EML,BNZ_2013_EML,BNZ_2014_EML,BNZ_2015_EML,BNZ_2016_EML,BNZ_2017_EML,BNZ_2018_EML
/eml:eml/dataset/otherEntity/physical/distribution/access/@order,0.02,0.02,0.02,0.05,0.07,0.3,0.02,0.3,0.07,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/distribution/access/@scope,0.02,0.02,0.02,0.05,0.07,0.3,0.02,0.3,0.07,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/distribution/access/allow/permission,0.02,0.02,0.02,0.05,0.07,0.3,0.02,0.3,0.07,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/distribution/access/allow/principal,0.02,0.02,0.02,0.05,0.07,0.3,0.02,0.3,0.07,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/distribution/online/url,0.06,0.07,0.1,0.09,0.15,0.55,0.02,0.51,0.13,0.15,0.24,0.2,0.0
/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,0.06,0.07,0.1,0.09,0.15,0.55,0.02,0.51,0.13,0.15,0.24,0.2,0.0
/eml:eml/dataset/otherEntity/physical/objectName,0.06,0.07,0.1,0.09,0.15,0.55,0.02,0.51,0.13,0.15,0.24,0.2,0.0
/eml:eml/dataset/project/@scope,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/designDescription/description/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/designDescription/description/para/literalLayout,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/funding/para,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.0,2.0
/eml:eml/dataset/project/personnel/@id,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3.0,3.0
/eml:eml/dataset/project/personnel/@scope,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/@scope,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/administrativeArea,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.0,2.0
/eml:eml/dataset/project/personnel/address/city,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.0,2.0
/eml:eml/dataset/project/personnel/address/country,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.0,2.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.0,2.0
/eml:eml/dataset/project/personnel/address/postalCode,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.0,2.0
/eml:eml/dataset/project/personnel/electronicMailAddress,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.0,2.0
/eml:eml/dataset/project/personnel/individualName/givenName,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,5.0,5.0
/eml:eml/dataset/project/personnel/individualName/surName,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3.0,3.0
/eml:eml/dataset/project/personnel/onlineUrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.0,2.0
/eml:eml/dataset/project/personnel/organizationName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3.0,3.0
/eml:eml/dataset/project/personnel/phone,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,4.0,4.0
/eml:eml/dataset/project/personnel/phone/@phonetype,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,4.0,4.0
/eml:eml/dataset/project/personnel/positionName,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3.0,3.0
/eml:eml/dataset/project/personnel/role,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,3.0,3.0
/eml:eml/dataset/project/title,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,1.0,1.0
/eml:eml/dataset/pubDate,0.94,0.97,1.0,0.94,1.0,1.0,0.83,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/pubPlace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/@scope,0.3,0.26,0.26,0.24,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/@scope,0.3,0.26,0.26,0.24,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/phone,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/shortName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Number of Records,1265.0,875.0,301.0,482.0,375.0,99.0,240.0,86.0,75.0,1028.0,479.0,99.0,38.0
