Collection,Record,Abstract,Additional Attributes - Descriptive Keywords,Additional Attributes - Geographic Identifier,Address,Alternate Resource Title,Ancillary Keyword,Author,Author / Originator,Bounding Box,Bounding Polygon,Browse Description,Browse File Name,Browse Format,Cited Resource Alternate Title,Cited Resource Title,City,Common Data Model Datatype,Contributor Role,Country,Distribution Contact,Easternmost Longitude,Email,Fax,First Name,Format of the Online Resource,Keyword,Keyword Vocabulary,Keyword Vocabulary Citation,Last Name,Metadata Contact,Metadata Dates,Metadata Identifier,Metadata Language,Metadata Modified Date,Middle Name,Northernmost Latitude,Online Resource Description,Online Resource Name/Title,Organization Name,Originating Organization,Other Citation Details,Party,Phone,Postal_Code,Product Link,Project Website Link,Province or State,Publication Date,Publication Information,Publisher,Related Resource Identifier,Related URL,Resource Access Constraints,Resource Contact,Resource Creation/Revision Date,Resource Format,Resource Language,Resource Long Name,Resource Revision Date,Resource Status,Resource Title,Resource Type,Resource Update Frequency,Resource Use Constraints,Resource on-line Link,Responsibility,Rights,Role,Southernmost Latitude,Spatial Extent,Standard Name Vocabulary,Temporal Extent,Topic Category,TwoDCoordinateSystem,URL,Unknown,Web Page,Westernmost Longitude
RDA_ISO,ds231.0.xml,1.0,3.0,0.0,7.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,106.0,1.0,1.0
RDA_ISO,ds232.0.xml,1.0,3.0,0.0,7.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,106.0,1.0,1.0
RDA_ISO,ds232.1.xml,1.0,3.0,0.0,7.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,1.0
RDA_ISO,ds232.2.xml,1.0,6.0,0.0,7.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,109.0,1.0,1.0
RDA_ISO,ds232.3.xml,1.0,4.0,0.0,7.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,0.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,1.0
RDA_ISO,ds233.0.xml,1.0,3.0,0.0,7.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,1.0
RDA_ISO,ds233.5.xml,1.0,4.0,0.0,7.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,1.0
RDA_ISO,ds234.0.xml,1.0,3.0,0.0,7.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,105.0,1.0,0.0
RDA_ISO,ds235.0.xml,1.0,4.0,0.0,7.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,1.0
RDA_ISO,ds236.0.xml,1.0,4.0,0.0,7.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,1.0
RDA_ISO,ds237.0.xml,1.0,7.0,0.0,7.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,110.0,1.0,1.0
RDA_ISO,ds238.0.xml,1.0,3.0,0.0,7.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,3.0,3.0,13.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,108.0,1.0,1.0
RDA_ISO,ds239.0.xml,1.0,4.0,0.0,7.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,1.0
RDA_ISO,ds240.0.xml,1.0,3.0,0.0,7.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,1.0
RDA_ISO,ds240.1.xml,1.0,8.0,0.0,7.0,1.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,112.0,1.0,1.0
RDA_ISO,ds240.5.xml,1.0,3.0,0.0,7.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,1.0
RDA_ISO,ds240.6.xml,1.0,10.0,0.0,7.0,1.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,10.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,114.0,1.0,1.0
RDA_ISO,ds250.0.xml,1.0,4.0,0.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,0.0
RDA_ISO,ds251.0.xml,1.0,6.0,0.0,7.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,0.0
RDA_ISO,ds252.0.xml,1.0,3.0,0.0,7.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,104.0,1.0,0.0
RDA_ISO,ds253.0.xml,1.0,15.0,0.0,7.0,1.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,15.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,8.0,2.0,4.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,118.0,1.0,0.0
RDA_ISO,ds254.0.xml,1.0,7.0,0.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,109.0,1.0,0.0
RDA_ISO,ds255.0.xml,1.0,5.0,0.0,7.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,107.0,1.0,0.0
RDA_ISO,ds256.0.xml,1.0,8.0,0.0,7.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,8.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,109.0,1.0,0.0
RDA_ISO,ds256.1.xml,1.0,9.0,0.0,7.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,9.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,8.0,2.0,4.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,112.0,1.0,0.0
RDA_ISO,ds256.2.xml,1.0,5.0,0.0,7.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,108.0,1.0,0.0
RDA_ISO,ds256.3.xml,1.0,9.0,0.0,7.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,110.0,1.0,1.0
RDA_ISO,ds256.4.xml,1.0,12.0,0.0,7.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,12.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,114.0,1.0,0.0
RDA_ISO,ds257.0.xml,1.0,5.0,0.0,7.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,106.0,1.0,0.0
RDA_ISO,ds258.0.xml,1.0,4.0,0.0,7.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,105.0,1.0,1.0
RDA_ISO,ds258.1.xml,1.0,7.0,0.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,108.0,1.0,0.0
RDA_ISO,ds258.2.xml,1.0,11.0,0.0,7.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,113.0,1.0,0.0
RDA_ISO,ds258.3.xml,1.0,11.0,0.0,7.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,11.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,112.0,1.0,0.0
RDA_ISO,ds258.4.xml,1.0,9.0,0.0,7.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,110.0,1.0,0.0
RDA_ISO,ds259.0.xml,1.0,10.0,0.0,7.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,3.0,1.0,10.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,112.0,1.0,0.0
RDA_ISO,ds260.0.xml,1.0,3.0,0.0,7.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,106.0,1.0,1.0
RDA_ISO,ds260.1.xml,1.0,10.0,0.0,7.0,1.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,10.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,114.0,1.0,1.0
RDA_ISO,ds260.2.xml,1.0,11.0,0.0,7.0,1.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,11.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,6.0,0.0,3.0,12.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,115.0,1.0,1.0
RDA_ISO,ds260.3.xml,1.0,9.0,0.0,7.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,11.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,112.0,1.0,1.0
RDA_ISO,ds260.4.xml,1.0,4.0,0.0,7.0,1.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,6.0,0.0,3.0,13.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,110.0,1.0,1.0
