XPath,3254.9.xml,3976.1.xml,4019.14.xml,4543.4.xml,4780.3.xml,4781.2.xml,4792.3.xml,5216.2.xml,5216.4.xml,5275.3.xml,5370.3.xml,5453.2.xml,5482.2.xml,5482.3.xml,5513.2.xml
/eml:eml/dataset/dataTable/numberOfRecords,3.0,6.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0
/eml:eml/dataset/dataTable/physical/authentication,3.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0
/eml:eml/dataset/dataTable/physical/authentication/@method,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/dataTable/physical/dataFormat,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,3.0,6.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,3.0,6.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0
/eml:eml/dataset/distribution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
/eml:eml/dataset/intellectualRights/para,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0
/eml:eml/dataset/keywordSet/keyword,2.0,1.0,10.0,8.0,8.0,2.0,3.0,3.0,3.0,6.0,3.0,5.0,5.0,5.0,2.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keywordThesaurus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/maintenance,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/maintenance/changeHistory/changeDate,27.0,3.0,30.0,12.0,6.0,6.0,9.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0
/eml:eml/dataset/maintenance/changeHistory/changeScope,9.0,1.0,10.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/maintenance/changeHistory/oldValue,9.0,1.0,10.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/maintenance/description/section/para,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/maintenance/maintenanceUpdateFrequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/metadataProvider/address/country,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
/eml:eml/dataset/metadataProvider/individualName/givenName,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
/eml:eml/dataset/metadataProvider/individualName/surName,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/metadataProvider/phone,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/metadataProvider/userId,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/metadataProvider/userId/@directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/methods,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/para,2.0,6.0,7.0,2.0,2.0,6.0,25.0,10.0,10.0,9.0,26.0,4.0,10.0,10.0,8.0
/eml:eml/dataset/methods/methodStep/description/para/itemizedlist/listitem/para,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/para/subscript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/para/superscript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/instrumentation,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0
/eml:eml/dataset/methods/qualityControl,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/qualityControl/description/section/para,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/samplingDescription/para,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0
/eml:eml/dataset/methods/sampling/samplingDescription/para/subscript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.0,0.0,48.0,33.0,18.0,166.0,7.0,74.0,74.0,2.0,167.0,3.0,45.0,45.0,13.0
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.0,0.0,48.0,33.0,18.0,166.0,7.0,74.0,74.0,2.0,167.0,3.0,45.0,45.0,13.0
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/eastBoundingCoordinate,28.0,0.0,51.0,21.0,18.0,185.0,8.0,120.0,120.0,41.0,185.0,5.0,51.0,51.0,13.0
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/northBoundingCoordinate,28.0,0.0,51.0,26.0,18.0,185.0,8.0,121.0,121.0,40.0,185.0,5.0,51.0,51.0,13.0
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/southBoundingCoordinate,28.0,0.0,51.0,26.0,18.0,185.0,8.0,121.0,121.0,40.0,185.0,5.0,50.0,50.0,13.0
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/boundingCoordinates/westBoundingCoordinate,28.0,0.0,51.0,21.0,18.0,185.0,8.0,122.0,122.0,41.0,186.0,5.0,51.0,51.0,13.0
/eml:eml/dataset/methods/sampling/spatialSamplingUnits/coverage/geographicDescription,41.0,0.0,53.0,35.0,18.0,185.0,8.0,124.0,124.0,42.0,186.0,5.0,60.0,61.0,15.0
/eml:eml/dataset/methods/sampling/studyExtent/description,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
/eml:eml/dataset/methods/sampling/studyExtent/description/para,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
/eml:eml/dataset/project,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
/eml:eml/dataset/project/abstract/para,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0
/eml:eml/dataset/project/funding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,6.0,5.0,5.0
/eml:eml/dataset/project/personnel/address/postalCode,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0
/eml:eml/dataset/project/personnel/electronicMailAddress,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,9.0,7.0,7.0
/eml:eml/dataset/project/personnel/individualName/givenName,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,10.0,9.0,9.0
/eml:eml/dataset/project/personnel/individualName/surName,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,6.0,5.0,5.0
/eml:eml/dataset/project/personnel/onlineUrl,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,5.0,5.0
/eml:eml/dataset/project/personnel/phone,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,7.0,5.0,5.0
/eml:eml/dataset/project/personnel/role,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/project/personnel/userId,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
/eml:eml/dataset/project/personnel/userId/@directory,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/descriptor/@citableClassificationSystem,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/descriptor/@name,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/project/studyAreaDescription/descriptor/descriptorValue,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/project/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/pubDate,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/phone,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/phone/@phonetype,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/purpose,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/purpose/para,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/purpose/para/subscript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/title,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
